Match number,blueBans,redBans
299,"['Leblanc', 'Kayle', 'Gangplank']","['KogMaw', 'Kalista', 'Nidalee']"
300,"['Fiora', 'Leblanc', 'Nidalee']","['Kalista', 'KogMaw', 'Lulu']"
301,"['Fiora', 'Kalista', 'Gangplank']","['Elise', 'Nidalee', 'KogMaw']"
302,"['Gangplank', 'Malphite', 'Kalista']","['Fiora', 'KogMaw', 'Nidalee']"
303,"['Malphite', 'Kalista', 'Fiora']","['Graves', 'KogMaw', 'Nidalee']"
304,"['Fiora', 'Gangplank', 'Soraka']","['Nidalee', 'KogMaw', 'Lulu']"
305,"['Poppy', 'Gragas', 'Lulu']","['Graves', 'Braum', 'Kalista']"
306,"['KogMaw', 'TwistedFate', 'Fiora']","['Kayle', 'Nidalee', 'Lulu']"
307,"['Kalista', 'Lulu', 'Corki']","['Nidalee', 'KogMaw', 'TwistedFate']"
308,"['Lulu', 'Corki', 'Gragas']","['Nidalee', 'Gangplank', 'Kindred']"
309,"['Lulu', 'Kalista', 'Corki']","['Gangplank', 'Nidalee', 'KogMaw']"
310,"['Poppy', 'Gangplank', 'Braum']","['Corki', 'Fiora', 'Lulu']"
311,"['Kalista', 'Fiora', 'Gragas']","['Nidalee', 'TwistedFate', 'KogMaw']"
312,"['Braum', 'Fiora', 'Kalista']","['Nidalee', 'KogMaw', 'Corki']"
313,"['Corki', 'Elise', 'Kindred']","['Kalista', 'Gangplank', 'Lulu']"
314,"['Corki', 'Kayle', 'Lulu']","['Nidalee', 'KogMaw', 'Kalista']"
315,"['Jhin', 'TwistedFate', 'LeeSin']","['Lulu', 'Kalista', 'Nidalee']"
316,"['Nautilus', 'Graves', 'Kindred']","['Nidalee', 'Kalista', 'Quinn']"
317,"['Jhin', 'Poppy', 'Nidalee']","['Fiora', 'Udyr', 'Graves']"
318,"['Corki', 'Gangplank', 'Varus']","['Kalista', 'Nidalee', 'Poppy']"
319,"['Kindred', 'Sivir', 'Trundle']","['TwistedFate', 'Lulu', 'Kayle']"
320,"['Lissandra', 'Lulu', 'Corki']","['Kalista', 'Nidalee', 'Gangplank']"
321,"['Poppy', 'Jhin', 'Nidalee']","['Fiora', 'Graves', 'Kindred']"
322,"['Zed', 'Corki', 'KogMaw']","['Nidalee', 'Kalista', 'Leblanc']"
323,"['Gangplank', 'Soraka', 'Kalista']","['Kindred', 'Nidalee', 'Lulu']"
324,"['Udyr', 'Fiora', 'Kalista']","['Kayle', 'Jhin', 'Corki']"
325,"['Lissandra', 'Graves', 'Gragas']","['Nidalee', 'Kalista', 'Leblanc']"
326,"['Braum', 'Elise', 'Nautilus']","['Udyr', 'Fiora', 'Alistar']"
327,"['Kindred', 'Azir', 'Kalista']","['Nidalee', 'Soraka', 'Janna']"
328,"['Azir', 'Nautilus', 'Kalista']","['Kindred', 'Gragas', 'Nidalee']"
329,"['Lulu', 'Graves', 'Gangplank']","['Nidalee', 'Kalista', 'Azir']"
330,"['Gangplank', 'TwistedFate', 'Kayle']","['Graves', 'Kalista', 'Nidalee']"
331,"['Soraka', 'Morgana', 'Gangplank']","['Lulu', 'Kalista', 'Nidalee']"
332,"['TwistedFate', 'Janna', 'Lulu']","['Nidalee', 'Azir', 'Leblanc']"
333,"['Braum', 'Elise', 'Kindred']","['Graves', 'Kalista', 'TwistedFate']"
334,"['Gangplank', 'Elise', 'Zed']","['Nidalee', 'Sivir', 'Graves']"
335,"['Lissandra', 'Lulu', 'Trundle']","['Nidalee', 'Kalista', 'Graves']"
336,"['Kindred', 'Ekko', 'Vladimir']","['Nidalee', 'Ryze', 'Zed']"
337,"['Zilean', 'Karma', 'Graves']","['Nidalee', 'Ryze', 'Kindred']"
338,"['Ryze', 'Zyra', 'Swain']","['Lucian', 'Ekko', 'Azir']"
339,"['Lissandra', 'Nidalee', 'Elise']","['Ryze', 'Swain', 'Kindred']"
340,"['Ryze', 'Zyra', 'Swain']","['Nidalee', 'Karma', 'Kindred']"
341,"['Swain', 'Lucian', 'Nidalee']","['Ryze', 'Kindred', 'Maokai']"
342,"['Azir', 'Kindred', 'Lucian']","['Nidalee', 'Ryze', 'Swain']"
343,"['Swain', 'Ekko', 'Nidalee']","['Ryze', 'Kindred', 'Maokai']"
344,"['Azir', 'Zyra', 'Ryze']","['Vladimir', 'Nidalee', 'Kindred']"
345,"['Vladimir', 'Swain', 'Karma']","['Azir', 'Ryze', 'Nidalee']"
346,"['Lucian', 'Ryze', 'Kindred']","['Braum', 'Vladimir', 'Trundle']"
347,"['Braum', 'Swain', 'Fizz']","['Ryze', 'Nidalee', 'Vladimir']"
348,"['Lucian', 'Ryze', 'Trundle']","['Braum', 'Vladimir', 'Swain']"
349,"['Azir', 'Kindred', 'Ekko']","['Ryze', 'Nidalee', 'Swain']"
350,"['Swain', 'Fiora', 'Nidalee']","['Ryze', 'Azir', 'Kindred']"
351,"['Azir', 'Ekko', 'Bard']","['Nidalee', 'Ryze', 'Kindred']"
352,"['Kindred', 'Ekko', 'Lucian']","['Nidalee', 'Ryze', 'Vladimir']"
353,"['Nidalee', 'Ekko', 'Vladimir']","['Leblanc', 'Ryze', 'Kindred']"
354,"['Zyra', 'Lucian', 'Swain']","['Nidalee', 'Kindred', 'Karma']"
355,"['Lucian', 'Trundle', 'Elise']","['Nidalee', 'Kindred', 'RekSai']"
356,"['Azir', 'Zyra', 'Kindred']","['Nidalee', 'Karma', 'Braum']"
357,"['Karma', 'Braum', 'Ekko']","['Nidalee', 'Ryze', 'Kindred']"
358,"['Maokai', 'Kindred', 'Lucian']","['Ryze', 'Nidalee', 'Swain']"
359,"['Ekko', 'Swain', 'Nidalee']","['Ryze', 'Kindred', 'Maokai']"
360,"['Ekko', 'Lissandra', 'Ashe']","['Kindred', 'Nidalee', 'Swain']"
361,"['Twitch', 'Vladimir', 'Kindred']","['Ekko', 'Ashe', 'Viktor']"
362,"['Ashe', 'Lissandra', 'TwistedFate']","['Kindred', 'Nidalee', 'Twitch']"
363,"['Maokai', 'Lissandra', 'Zyra']","['Nidalee', 'Vladimir', 'Ryze']"
364,"['Ryze', 'Nidalee', 'Ashe']","['Vladimir', 'Swain', 'Maokai']"
365,"['Lissandra', 'Irelia', 'Ryze']","['Nidalee', 'Vladimir', 'RekSai']"
366,"['Trundle', 'Fiora', 'Kindred']","['Anivia', 'Maokai', 'Ryze']"
367,"['Anivia', 'Irelia', 'RekSai']","['Trundle', 'Ryze', 'Karma']"
368,"['Jax', 'Trundle', 'Fiora']","['RekSai', 'Irelia', 'Ryze']"
369,"['Ashe', 'Swain']","['Vladimir', 'Ryze', 'Kindred']"
370,"['Vladimir', 'Trundle', 'Braum']","['Ryze', 'Swain', 'Ashe']"
371,"['Ashe', 'Swain', 'Trundle']","['Vladimir', 'Ryze', 'Kindred']"
372,"['Zyra', 'TwistedFate', 'Nidalee']","['Ryze', 'Azir', 'Swain']"
373,"['Vladimir', 'Azir', 'Kindred']","['Nidalee', 'Ryze', 'Zyra']"
374,"['TwistedFate', 'Zyra', 'Nidalee']","['Ryze', 'Azir', 'Vladimir']"
375,"['Azir', 'RekSai', 'Ryze']","['Anivia', 'Vladimir', 'Sivir']"
376,"['Anivia', 'Karma', 'Sivir']","['Trundle', 'Vladimir', 'RekSai']"
377,"['Fiora', 'Irelia', 'Anivia']","['Zyra', 'Nidalee', 'Vladimir']"
378,"['Zyra', 'Viktor', 'Twitch']","['Fiora', 'Irelia', 'Vladimir']"
379,"['Caitlyn', 'Nidalee', 'Irelia']","['Vladimir', 'Ryze', 'Leblanc']"
380,"['Leblanc', 'Azir', 'Swain']","['Vladimir', 'Ryze', 'Caitlyn']"
381,"['Zyra', 'Azir', 'Ryze']","['Vladimir', 'Swain', 'Trundle']"
382,"['Lissandra', 'Swain', 'Nidalee']","['Azir', 'Zyra', 'Ryze']"
383,"['Maokai', 'Bard', 'Olaf']","['Ryze', 'Vladimir', 'Kindred']"
384,"['Vladimir', 'Kindred', 'Varus']","['Ryze', 'Bard', 'Azir']"
385,"['Karma', 'Ryze', 'Azir']","['Olaf', 'Kindred', 'Vladimir']"
386,"['TwistedFate', 'Olaf', 'Kindred']","['Ryze', 'Vladimir', 'RekSai']"
387,"['Zilean', 'Ryze', 'Vladimir']","['Kindred', 'Olaf', 'TwistedFate']"
388,"['Kindred', 'Sivir', 'Zyra']","['Ryze', 'Vladimir', 'RekSai']"
389,"['RekSai', 'Olaf', 'Ryze']","['Sivir', 'Zyra', 'Jayce']"
390,"['Vladimir', 'Swain', 'Braum']","['Zyra', 'Soraka', 'Hecarim']"
391,"['Zyra', 'Soraka', 'Hecarim']","['Vladimir', 'Ryze', 'Nidalee']"
392,"['Illaoi', 'Sivir', 'Kindred']","['Trundle', 'Azir', 'Nidalee']"
393,"['Trundle', 'Azir', 'Bard']","['Illaoi', 'Kindred', 'Vladimir']"
394,"['Illaoi', 'Jax', 'Kindred']","['Trundle', 'Azir', 'Bard']"
395,"['Trundle', 'Azir', 'Bard']","['Kindred', 'Jax', 'Zyra']"
396,"['Kindred', 'Twitch', 'Zyra']","['Trundle', 'Vladimir', 'Bard']"
397,"['Soraka', 'Azir', 'Nidalee']","['Vladimir', 'Ryze', 'Anivia']"
398,"['Anivia', 'Vladimir', 'Karma']","['Soraka', 'Azir', 'Nidalee']"
399,"['Anivia', 'Zyra', 'Vladimir']","['Ashe', 'Trundle', 'Ryze']"
400,"['Ashe', 'Trundle', 'Azir']","['Anivia', 'Vladimir', 'Ryze']"
401,"['RekSai', 'Nidalee', 'Vladimir']","['Azir', 'Ryze', 'Sivir']"
402,"['Sivir', 'Azir', 'Ryze']","['RekSai', 'Vladimir', 'Nidalee']"
403,"['Nidalee', 'Vladimir', 'RekSai']","['Ryze', 'Azir', 'Sivir']"
404,"['Azir', 'Trundle', 'Bard']","['Fiora', 'Vladimir', 'Ryze']"
405,"['Fiora', 'Zilean', 'Ryze']","['Azir', 'Vladimir', 'Trundle']"
406,"['Azir', 'Shen', 'Trundle']","['Fiora', 'Vladimir', 'Ryze']"
407,"['Swain', 'Karma', 'Vladimir']","['Azir', 'Jax', 'Bard']"
408,"['Azir', 'Jax', 'Karma']","['Vladimir', 'Swain', 'Ryze']"
409,"['Swain', 'Vladimir', 'Lissandra']","['Azir', 'Jax', 'Ryze']"
410,"['Rumble', 'Irelia', 'Olaf']","['Vladimir', 'Ryze', 'Azir']"
411,"['Jax', 'Karma', 'Nidalee']","['Rumble', 'Ryze', 'Irelia']"
412,"['Rumble', 'Irelia', 'Olaf']","['Ryze', 'Jax', 'Vladimir']"
413,"['Azir', 'Kindred', 'Ryze']","['JarvanIV', 'Cassiopeia', 'Vladimir']"
414,"['Lissandra', 'Trundle', 'Nidalee']","['Azir', 'Ryze', 'Vladimir']"
415,"['Azir', 'Ryze', 'Shen']","['Vladimir', 'Lissandra', 'Trundle']"
416,"['Irelia', 'Karma', 'Ryze']","['Lissandra', 'RekSai', 'Vladimir']"
417,"['Soraka', 'Sivir', 'Lissandra']","['Vladimir', 'Azir', 'Ryze']"
418,"['Twitch', 'Jax', 'Ryze']","['Azir', 'Ashe', 'RekSai']"
419,"['Azir', 'Ashe', 'Bard']","['Twitch', 'Vladimir', 'Ryze']"
420,"['Jax', 'Fiora', 'Nidalee']","['Ryze', 'Vladimir', 'Shen']"
421,"['Shen', 'Cassiopeia', 'Lissandra']","['Vladimir', 'Azir', 'Ryze']"
422,"['Anivia', 'Hecarim', 'Vladimir']","['Trundle', 'Kindred', 'Ryze']"
423,"['Trundle', 'Kindred', 'Ryze']","['Vladimir', 'Shen', 'Anivia']"
424,"['Anivia', 'Shen', 'Vladimir']","['Trundle', 'Kindred', 'Ryze']"
425,"['Azir', 'Sivir', 'Bard']","['Vladimir', 'Zyra', 'Trundle']"
426,"['Vladimir', 'Zyra', 'Viktor']","['Azir', 'Shen', 'Karma']"
427,"['Azir', 'Shen', 'Bard']","['Vladimir', 'Karma', 'RekSai']"
428,"['Azir', 'Lucian', 'Swain']","['Vladimir', 'Lissandra', 'Ryze']"
429,"['Lissandra', 'Hecarim', 'Braum']","['Azir', 'Ryze', 'Vladimir']"
430,"['Anivia', 'Shen', 'Cassiopeia']","['Trundle', 'Kindred']"
431,"['Trundle', 'Kindred', 'Ryze']","['Anivia', 'Vladimir', 'Cassiopeia']"
432,"['Karma', 'Trundle', 'Ryze']","['Cassiopeia', 'Vladimir', 'Azir']"
433,"['Cassiopeia', 'Sivir', 'Braum']","['Vladimir', 'Ryze', 'Azir']"
434,"['Trundle', 'Azir', 'Olaf']","['Cassiopeia', 'Vladimir', 'Ashe']"
435,"['Nidalee', 'Lissandra', 'Ryze']","['Shen', 'Cassiopeia', 'Vladimir']"
436,"['Cassiopeia', 'Shen', 'Anivia']","['Nidalee', 'Lissandra', 'Ryze']"
437,"['Nidalee', 'Trundle', 'Ryze']","['Cassiopeia', 'Anivia', 'Vladimir']"
438,"['Elise', 'Kindred', 'Jax']","['Twitch', 'Illaoi', 'Caitlyn']"
439,"['Twitch', 'Illaoi', 'RekSai']","['Vladimir', 'Bard', 'Elise']"
440,"['Braum', 'Karma', 'Nidalee']","['Vladimir', 'Azir', 'Rumble']"
441,"['Azir', 'Rumble', 'Soraka']","['Vladimir', 'Braum', 'Irelia']"
442,"['Swain', 'RekSai', 'TwistedFate']","['Vladimir', 'Ryze', 'Trundle']"
443,"['Kindred', 'Elise', 'Ryze']","['Swain', 'RekSai', 'Vladimir']"
444,"['Sivir', 'Azir', 'Ryze']","['Vladimir', 'Zilean', 'Cassiopeia']"
445,"['Zilean', 'Cassiopeia', 'Vladimir']","['Azir', 'Ryze', 'Sivir']"
446,"['Azir', 'Shen', 'Ryze']","['Vladimir', 'Zilean', 'Viktor']"
447,"['RekSai', 'Azir', 'Vladimir']","['Shen', 'Ryze', 'Cassiopeia']"
448,"['Shen', 'Cassiopeia', 'Lissandra']","['Azir', 'Ryze', 'Vladimir']"
449,"['Swain', 'Lissandra', 'Karma']","['Azir', 'Ryze', 'Vladimir']"
450,"['Azir', 'Olaf', 'Trundle']","['Vladimir', 'Swain', 'Ryze']"
451,"['Twitch', 'Trundle', 'Illaoi']","['Anivia', 'Vladimir', 'Cassiopeia']"
452,"['Anivia', 'Cassiopeia', 'Ryze']","['Twitch', 'Vladimir', 'Trundle']"
453,"['Braum', 'Bard', 'RekSai']","['Ryze', 'Vladimir', 'Azir']"
454,"['Karma', 'Rumble', 'Ryze']","['Vladimir', 'Azir', 'RekSai']"
455,"['Shen', 'Cassiopeia', 'Jhin']","['Lucian', 'Azir', 'RekSai']"
456,"['Sivir', 'Karma', 'RekSai']","['Vladimir', 'Ryze', 'Azir']"
457,"['Azir', 'Cassiopeia', 'RekSai']","['Vladimir', 'Ryze', 'Nidalee']"
458,"['Trundle', 'Karma', 'Ryze']","['Azir', 'Cassiopeia', 'Vladimir']"
459,"['Fiora', 'Jax', 'Zilean']","['Twitch', 'Vladimir', 'Karma']"
460,"['Twitch', 'Trundle', 'Karma']","['Vladimir', 'Azir', 'Irelia']"
461,"['Soraka', 'Rumble', 'Ryze']","['Azir', 'Vladimir', 'Karma']"
462,"['Irelia', 'Karma', 'Vladimir']","['Soraka', 'Rumble', 'Azir']"
463,"['Soraka', 'Rumble', 'Viktor']","['Azir', 'Vladimir', 'Shen']"
464,"['Irelia', 'Ryze', 'Azir']","['Vladimir', 'JarvanIV', 'Jhin']"
465,"['JarvanIV', 'Jhin', 'Jax']","['Vladimir', 'Ryze', 'Taliyah']"
466,"['Shen', 'Lissandra', 'Ashe']","['Azir', 'Vladimir', 'Ryze']"
467,"['Jax', 'Fiora', 'Ryze']","['Shen', 'TwistedFate', 'Vladimir']"
468,"['Shen', 'Lissandra', 'TwistedFate']","['Azir', 'Ryze', 'Vladimir']"
469,"['Anivia', 'Viktor', 'Cassiopeia']","['Twitch', 'Bard', 'Karma']"
470,"['Twitch', 'Bard', 'Karma']","['Anivia', 'Ryze', 'Vladimir']"
471,"['Anivia', 'Ryze', 'Vladimir']","['Twitch', 'Bard', 'Karma']"
472,"['Azir', 'Jax', 'Ryze']","['Lissandra', 'Karma', 'Vladimir']"
473,"['Lissandra', 'Sivir', 'Viktor']","['Azir', 'Ryze', 'Vladimir']"
474,"['Azir', 'Bard', 'Ashe']","['Braum', 'Vladimir', 'Ryze']"
475,"['Braum', 'Sivir', 'Ryze']","['Vladimir', 'RekSai', 'Ashe']"
476,"['Soraka', 'Jax', 'Anivia']","['Azir', 'Shen', 'Olaf']"
477,"['Azir', 'Trundle', 'Ryze']","['Soraka', 'Jax', 'Vladimir']"
478,"['Soraka', 'Jax', 'Anivia']","['Azir', 'RekSai', 'Vladimir']"
479,"['Taliyah', 'Ryze', 'Vladimir']","['Rumble', 'Soraka', 'Olaf']"
480,"['Jax', 'Sivir', 'Bard']","['Rumble', 'Soraka', 'Malzahar']"
481,"['Viktor', 'Gangplank', 'Taliyah']","['Azir', 'Hecarim', 'Vladimir']"
482,"['Azir', 'Shen', 'Hecarim']","['Illaoi', 'RekSai', 'Gangplank']"
483,"['Illaoi', 'Gangplank', 'Viktor']","['Shen', 'Hecarim', 'RekSai']"
484,"['Azir', 'Irelia', 'Nidalee']","['Anivia', 'Vladimir', 'Shen']"
485,"['Anivia', 'Shen', 'Ryze']","['Azir', 'Vladimir', 'RekSai']"
486,"['Rumble', 'Braum', 'Azir']","['Taliyah', 'Trundle', 'Vladimir']"
487,"['Trundle', 'Taliyah', 'Shen']","['Vladimir', 'RekSai', 'Irelia']"
488,"['Braum', 'Irelia', 'RekSai']","['Taliyah', 'Trundle', 'Vladimir']"
489,"['Jax', 'Ryze', 'Azir']","['Malzahar', 'Shen', 'Vladimir']"
490,"['Malzahar', 'Shen', 'TwistedFate']","['Vladimir', 'Irelia', 'RekSai']"
491,"['Sivir', 'Irelia', 'Gragas']","['Malzahar', 'Shen', 'Vladimir']"
492,"['Taliyah', 'Sivir', 'Braum']","['Vladimir', 'Shen', 'Ryze']"
493,"['Shen', 'Braum', 'Ryze']","['Taliyah', 'Bard', 'Nami']"
494,"['Lissandra', 'Ryze', 'Malzahar']","['Twitch', 'Gangplank', 'Vladimir']"
495,"['Twitch', 'RekSai', 'Jax']","['Lissandra', 'Malzahar', 'Vladimir']"
496,"['Viktor', 'Azir', 'Olaf']","['Malzahar', 'Shen', 'TwistedFate']"
497,"['Malzahar', 'Sivir', 'Karma']","['Azir', 'RekSai', 'Viktor']"
498,"['Anivia', 'Karma', 'Jax']","['Azir', 'RekSai', 'Vladimir']"
499,"['Azir', 'RekSai', 'Ryze']","['Anivia', 'Vladimir', 'Sivir']"
500,"['RekSai', 'Ashe', 'Azir']","['Lissandra', 'Vladimir', 'Malzahar']"
501,"['Malzahar', 'Lissandra', 'Karma']","['RekSai', 'Azir', 'Viktor']"
502,"['Ashe', 'Azir', 'RekSai']","['Lissandra', 'Vladimir', 'Malzahar']"
503,"['Twitch', 'Karma', 'Vladimir']","['Azir', 'RekSai', 'Soraka']"
504,"['Azir', 'Soraka', 'Nidalee']","['Twitch', 'Sivir', 'Vladimir']"
505,"['JarvanIV', 'Hecarim', 'Malzahar']","['Anivia', 'Vladimir', 'Fiora']"
506,"['Anivia', 'Irelia', 'Malzahar']","['Vladimir', 'RekSai', 'Sivir']"
507,"['JarvanIV', 'Taliyah', 'Nidalee']","['Anivia', 'Vladimir', 'Malzahar']"
508,"['Shen', 'Hecarim', 'RekSai']","['Malzahar', 'Soraka', 'Jax']"
509,"['Malzahar', 'Soraka', 'Sivir']","['Shen', 'Hecarim', 'Vladimir']"
510,"['Shen', 'Hecarim', 'Vladimir']","['Soraka', 'Malzahar', 'Jax']"
511,"['Shen', 'Hecarim', 'Gangplank']","['Taliyah', 'Vladimir', 'Karma']"
512,"['RekSai', 'Gnar', 'Vladimir']","['Shen', 'Hecarim', 'Gangplank']"
513,"['Hecarim', 'Shen', 'Rengar']","['Vladimir', 'Bard', 'Irelia']"
514,"['Shen', 'Cassiopeia', 'Sivir']","['Malzahar', 'Twitch', 'Nidalee']"
515,"['Malzahar', 'Twitch', 'RekSai']","['Cassiopeia', 'Shen', 'Sivir']"
516,"['Shen', 'Gangplank', 'Braum']","['Vladimir', 'Malzahar', 'Ashe']"
517,"['Ashe', 'Bard', 'Gragas']","['Shen', 'Sivir', 'Gangplank']"
518,"['Shen', 'Taliyah', 'Ashe']","['Sivir', 'Karma', 'Trundle']"
519,"['Karma', 'Trundle', 'Sivir']","['Shen', 'Taliyah', 'RekSai']"
520,"['Malzahar', 'RekSai', 'Ashe']","['Taliyah', 'Nidalee', 'Sivir']"
521,"['Nidalee', 'Sona', 'Irelia']","['Malzahar', 'RekSai', 'Sivir']"
522,"['Gangplank', 'Trundle', 'Sivir']","['Taliyah', 'Vladimir', 'RekSai']"
523,"['Taliyah', 'Shen', 'RekSai']","['Gangplank', 'Malzahar', 'Sivir']"
524,"['Bard', 'Jax', 'Taliyah']","['Anivia', 'Vladimir', 'Malzahar']"
525,"['Anivia', 'Vladimir', 'Karma']","['Bard', 'Taliyah', 'Nidalee']"
526,"['Karma', 'Nidalee', 'Sivir']","['Rumble', 'Taliyah', 'Sona']"
527,"['Rumble', 'RekSai', 'Taliyah']","['Shen', 'Nidalee', 'Bard']"
528,"['Vladimir', 'Gangplank', 'Malzahar']","['Shen', 'Azir', 'RekSai']"
529,"['Shen', 'Azir', 'Cassiopeia']","['Vladimir', 'Sivir', 'Malzahar']"
530,"['Vladimir', 'Gangplank', 'Malzahar']","['Shen', 'Azir', 'Cassiopeia']"
531,"['Twitch', 'Illaoi', 'Zilean']","['Sivir', 'Gangplank', 'Hecarim']"
532,"['Shen', 'Bard', 'Malzahar']","['Twitch', 'Illaoi', 'Hecarim']"
533,"['Twitch', 'Illaoi', 'Vladimir']","['Shen', 'Bard', 'Sivir']"
534,"['Anivia', 'Sivir', 'Vladimir']","['Zilean', 'Ashe', 'Malzahar']"
535,"['Zilean', 'Irelia', 'Ashe']","['Malzahar', 'Vladimir', 'Sivir']"
536,"['Twitch', 'Malzahar', 'Illaoi']","['Sivir', 'Karma', 'Bard']"
537,"['Shen', 'Bard', 'Vladimir']","['Twitch', 'Malzahar', 'Illaoi']"
538,"['Twitch', 'Illaoi', 'Malzahar']","['Shen', 'Sivir', 'Vladimir']"
539,"['Malzahar', 'Gangplank', 'Karma']","['Vladimir', 'Shen', 'Irelia']"
540,"['Vladimir', 'Shen', 'Malzahar']","['Sivir', 'RekSai', 'Cassiopeia']"
541,"['Karma', 'Trundle', 'Malzahar']","['Soraka', 'Taliyah', 'RekSai']"
542,"['Soraka', 'JarvanIV', 'Irelia']","['Karma', 'Trundle', 'Sivir']"
543,"['Karma', 'Trundle', 'Irelia']","['Soraka', 'Sivir', 'Hecarim']"
544,"['Rumble', 'Taliyah', 'Zilean']","['Shen', 'Bard', 'Malzahar']"
545,"['Shen', 'Mordekaiser', 'Trundle']","['Rumble', 'Taliyah', 'Malzahar']"
546,"['Rumble', 'Taliyah', 'Nidalee']","['Mordekaiser', 'Shen', 'Trundle']"
547,"['Hecarim', 'Vladimir', 'Irelia']","['Karma', 'Sivir', 'Malzahar']"
548,"['Karma', 'Malzahar', 'Gangplank']","['Hecarim', 'Sivir', 'Irelia']"
549,"['Irelia', 'Cassiopeia', 'Hecarim']","['Karma', 'Sivir', 'Malzahar']"
550,"['Anivia', 'Jax', 'Fiora']","['Lissandra', 'Malzahar', 'Vladimir']"
551,"['Trundle', 'KogMaw', 'Malzahar']","['Anivia', 'Jax', 'Fiora']"
552,"['Corki', 'Graves', 'Gragas']","['Nidalee', 'Morgana', 'LeeSin']"
553,"['Gangplank', 'TwistedFate', 'LeeSin']","['Graves', 'Poppy', 'Corki']"
554,"['Graves', 'Poppy', 'Gragas']","['Nidalee', 'TwistedFate', 'LeeSin']"
555,"['Gangplank', 'TwistedFate', 'LeeSin']","['Nidalee', 'Janna', 'Zed']"
556,"['Sivir', 'Kindred', 'Gangplank']","['Poppy', 'Nidalee', 'Graves']"
557,"['Poppy', 'Gragas', 'Ekko']","['Kindred', 'Gangplank', 'Nidalee']"
558,"['Sivir', 'Kindred', 'Gangplank']","['Poppy', 'Nidalee', 'Graves']"
559,"['Azir', 'Corki', 'Gragas']","['Gangplank', 'Graves', 'Tristana']"
560,"['Gangplank', 'Graves', 'Tristana']","['Nidalee', 'Azir', 'Gragas']"
561,"['Azir', 'Corki', 'Gragas']","['Gangplank', 'Tristana', 'Graves']"
562,"['Soraka', 'Graves', 'Gangplank']","['Azir', 'Gragas', 'Nidalee']"
563,"['Azir', 'Corki', 'Gragas']","['Gangplank', 'Soraka', 'Ekko']"
564,"['Azir', 'Kindred', 'Poppy']","['Soraka', 'Nidalee', 'Ryze']"
565,"['Soraka', 'TwistedFate', 'RekSai']","['Azir', 'Kindred', 'Ryze']"
566,"['Azir', 'Kindred', 'Poppy']","['Soraka', 'Nidalee', 'Ryze']"
567,"['Kindred', 'Poppy', 'Nidalee']","['Soraka', 'Gangplank', 'Ryze']"
568,"['Soraka', 'RekSai', 'Gangplank']","['Azir', 'Nidalee', 'Kindred']"
569,"['Kindred', 'Nidalee', 'Poppy']","['Soraka', 'Gangplank', 'Azir']"
570,"['Zed', 'Azir', 'Maokai']","['Soraka', 'Ryze', 'Bard']"
571,"['Soraka', 'Ryze', 'Kindred']","['Azir', 'Maokai', 'Nidalee']"
572,"['Zed', 'Azir', 'Maokai']","['Soraka', 'Ryze', 'Kindred']"
573,"['Soraka', 'Ryze', 'Ekko']","['Azir', 'Maokai', 'Poppy']"
574,"['Azir', 'Nidalee', 'Maokai']","['Soraka', 'Ryze', 'Poppy']"
575,"['Vladimir', 'Karma', 'Gangplank']","['Shen', 'Taliyah', 'Cassiopeia']"
576,"['Vladimir', 'Sivir', 'Karma']","['Shen', 'Taliyah', 'TahmKench']"
577,"['Vladimir', 'Sivir', 'Karma']","['Shen', 'Taliyah', 'Syndra']"
578,"['Shen', 'Taliyah', 'Syndra']","['Vladimir', 'Sivir', 'TahmKench']"
579,"['Shen', 'Taliyah', 'Vladimir']","['Sivir', 'Soraka', 'Cassiopeia']"
580,"['Shen', 'Taliyah', 'Vladimir']","['Sivir', 'Karma', 'Syndra']"
581,"['Taliyah', 'Vladimir', 'Shen']","['Sivir', 'Karma', 'Syndra']"
582,"['Taliyah', 'Vladimir', 'Shen']","['Karma', 'Syndra', 'Ekko']"
583,"['Ekko', 'TahmKench', 'Bard']","['Vladimir', 'Karma', 'Gragas']"
584,"['Vladimir', 'Rumble', 'Karma']","['Taliyah', 'TahmKench', 'Bard']"
585,"['TahmKench', 'Taliyah', 'Karma']","['Vladimir', 'Rumble', 'Gangplank']"
586,"['Vladimir', 'Rumble', 'Karma']","['Sivir', 'Syndra', 'Trundle']"
587,"['Sivir', 'Gnar', 'Vladimir']","['Rumble', 'Karma', 'Gangplank']"
588,"['Bard', 'Ekko', 'Olaf']","['TahmKench', 'Vladimir', 'Karma']"
589,"['TahmKench', 'Vladimir', 'Gangplank']","['Bard', 'Olaf', 'Ashe']"
590,"['Bard', 'Olaf', 'Ashe']","['TahmKench', 'Vladimir', 'Cassiopeia']"
591,"['Bard', 'Sivir', 'Vladimir']","['Rumble', 'TahmKench', 'Gangplank']"
592,"['Rumble', 'TahmKench', 'Karma']","['Bard', 'Gnar', 'Gangplank']"
593,"['Rumble', 'TahmKench', 'Sivir']","['Bard', 'Gangplank', 'Gnar']"
594,"['Rumble', 'TahmKench', 'Vladimir']","['Bard', 'Gangplank', 'Syndra']"
595,"['Bard', 'Jhin', 'Gnar']","['Rumble', 'TahmKench', 'Gangplank']"
596,"['Syndra', 'Gnar', 'Olaf']","['Karma', 'Gangplank', 'Sivir']"
597,"['Karma', 'Vladimir', 'Sivir']","['TahmKench', 'Gangplank', 'Syndra']"
